nome_da_imagem,categoria_detectada,acuracia
Potato___Early_blight_0267d4ca-522e-4ca0-b1a2-ce925e5b54a2___RS_Early.B 7020.JPG,doente,0.9992
Potato___Early_blight_0267d4ca-522e-4ca0-b1a2-ce925e5b54a2___RS_Early.B 7020_180deg.JPG,doente,0.9993
Potato___Early_blight_0267d4ca-522e-4ca0-b1a2-ce925e5b54a2___RS_Early.B 7020_flipTB.JPG,doente,0.9997
Potato___Early_blight_028f9b73-142f-499a-9c7b-d7c1ed5e5506___RS_Early.B 8546.JPG,doente,0.9979
Potato___Early_blight_034959c1-f1e8-4a79-a6d5-3c1d14efa2f3___RS_Early.B 7136.JPG,doente,0.9989
Potato___Early_blight_034959c1-f1e8-4a79-a6d5-3c1d14efa2f3___RS_Early.B 7136_flipTB.JPG,doente,0.9985
Potato___Early_blight_03b0d3c1-b5b0-48f4-98aa-f8904670290f___RS_Early.B 7051.JPG,doente,0.9781
Potato___Early_blight_042135e2-e126-4900-9212-d42d900b8125___RS_Early.B 8791.JPG,doente,0.997
Potato___Early_blight_042135e2-e126-4900-9212-d42d900b8125___RS_Early.B 8791_180deg.JPG,doente,0.999
Potato___Early_blight_042135e2-e126-4900-9212-d42d900b8125___RS_Early.B 8791_flipTB.JPG,doente,0.9989
Potato___Early_blight_044c3abc-0bc9-45fb-8fd5-094aeb605f90___RS_Early.B 8044.JPG,doente,0.9987
Potato___Early_blight_044c3abc-0bc9-45fb-8fd5-094aeb605f90___RS_Early.B 8044_flipTB.JPG,doente,0.996
Potato___Early_blight_048d18ae-98b1-484d-97da-5a0e69b9ebc1___RS_Early.B 6845_180deg.JPG,doente,0.9565
Potato___Early_blight_048d18ae-98b1-484d-97da-5a0e69b9ebc1___RS_Early.B 6845_flipTB.JPG,doente,0.9652
Potato___Early_blight_04c8e6b9-7710-4cdd-b259-2d78b15d1036___RS_Early.B 7066.JPG,doente,0.9125
Potato___Early_blight_04ee51b6-07e2-4182-84f8-46b22c8938a2___RS_Early.B 8091.JPG,doente,0.9988
Potato___Early_blight_04fd2a46-ddd4-4b0b-8f19-5ecca482a7d5___RS_Early.B 7273.JPG,doente,0.8817
Potato___Early_blight_05c35093-11b8-4cd0-b67a-148859754440___RS_Early.B 8939.JPG,doente,0.9991
Potato___Early_blight_0604174e-3018-4faa-9975-0be32d2c0789___RS_Early.B 7123.JPG,doente,0.9687
Potato___Early_blight_0604174e-3018-4faa-9975-0be32d2c0789___RS_Early.B 7123_180deg.JPG,doente,0.9248
Potato___Late_blight_0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640.JPG,doente,0.99
Potato___Late_blight_0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640_180deg.JPG,doente,0.9997
Potato___Late_blight_0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640_flipTB.JPG,doente,0.9998
Potato___Late_blight_00695906-210d-4a9d-822e-986a17384115___RS_LB 4026_180deg.JPG,doente,0.7983
Potato___Late_blight_00695906-210d-4a9d-822e-986a17384115___RS_LB 4026_flipTB.JPG,doente,0.6911
Potato___Late_blight_006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207.JPG,doente,0.9882
Potato___Late_blight_0085ef03-aec3-431a-99a1-de286e10c0cf___RS_LB 2949.JPG,doente,0.9776
Potato___Late_blight_00b1f292-23dd-44d4-aad3-c1ffb6a6ad5a___RS_LB 4479.JPG,doente,0.9983
Potato___Late_blight_0114b195-844c-4978-93a9-b0d5aae010f1___RS_LB 2738.JPG,doente,0.9993
Potato___Late_blight_0114b195-844c-4978-93a9-b0d5aae010f1___RS_LB 2738_180deg.JPG,doente,0.9996
Potato___Late_blight_0114b195-844c-4978-93a9-b0d5aae010f1___RS_LB 2738_flipTB.JPG,doente,0.9995
Potato___Late_blight_01270f5c-a44b-4da7-9398-289088c197ab___RS_LB 2517.JPG,saudavel,0.7389
Potato___Late_blight_01270f5c-a44b-4da7-9398-289088c197ab___RS_LB 2517_180deg.JPG,saudavel,0.502
Potato___Late_blight_01a8cc9f-074a-4866-87c8-bb5a9e3895b4___RS_LB 2968.JPG,doente,0.8737
Potato___Late_blight_01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB 2669.JPG,doente,0.978
Potato___Late_blight_0201bf8e-27e3-4c92-ae97-2fb4f665b5d3___RS_LB 4320.JPG,doente,0.9606
Potato___Late_blight_0201bf8e-27e3-4c92-ae97-2fb4f665b5d3___RS_LB 4320_180deg.JPG,doente,0.9954
Potato___Late_blight_0201bf8e-27e3-4c92-ae97-2fb4f665b5d3___RS_LB 4320_flipTB.JPG,doente,0.9971
Potato___Late_blight_02212653-e92b-49aa-96b7-9497af51e502___RS_LB 3151.JPG,doente,0.9963
Potato___Late_blight_02212653-e92b-49aa-96b7-9497af51e502___RS_LB 3151_180deg.JPG,doente,0.9806
Potato___Late_blight_02212653-e92b-49aa-96b7-9497af51e502___RS_LB 3151_flipTB.JPG,doente,0.9801
Potato___Late_blight_02282fee-ba3f-460e-91e0-630204ab96c2___RS_LB 5031.JPG,doente,0.8908
Potato___Late_blight_02282fee-ba3f-460e-91e0-630204ab96c2___RS_LB 5031_180deg.JPG,doente,0.9605
Potato___Late_blight_02282fee-ba3f-460e-91e0-630204ab96c2___RS_LB 5031_flipTB.JPG,doente,0.9767
Potato___Late_blight_025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG,doente,0.8227
Potato___Late_blight_02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG,doente,0.8953
Potato___Late_blight_030e8945-d3ce-4ad3-8a91-a14c18285249___RS_LB 2532.JPG,saudavel,0.6573
Potato___Late_blight_031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019_180deg.JPG,doente,0.8981
Potato___Late_blight_031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019_flipTB.JPG,doente,0.9589
Potato___Late_blight_031c39d3-9a91-4e81-85ac-b36512133b0a___RS_LB 5220.JPG,doente,0.8074
Squash___Powdery_mildew_0045a100-36d3-45df-b417-d487d6e07eb4___UMD_Powd.M 0003.JPG,doente,0.9563
Squash___Powdery_mildew_0056878d-a244-4653-ad56-7e97080c7fd2___UMD_Powd.M 9962.JPG,doente,0.9894
Squash___Powdery_mildew_0061de03-5f84-413a-b30d-1bb575cf3267___UMD_Powd.M 0415.JPG,doente,0.9988
Squash___Powdery_mildew_009996d9-797e-4450-afad-e8346f7ede04___UMD_Powd.M 0216.JPG,doente,0.9852
Squash___Powdery_mildew_009f52f7-d279-4af0-95c1-938264186ed1___MD_Powd.M 0493.JPG,doente,0.8918
Squash___Powdery_mildew_00a90bbc-a12c-426d-bcc8-fadb371ea6d0___UMD_Powd.M 0358_flipLR.JPG,doente,0.9846
Squash___Powdery_mildew_00cfd4c7-4ccd-45a8-813c-f1cb01147aed___UMD_Powd.M 0108.JPG,doente,0.9879
Squash___Powdery_mildew_00cfd4c7-4ccd-45a8-813c-f1cb01147aed___UMD_Powd.M 0108_flipLR.JPG,doente,0.9751
Squash___Powdery_mildew_00e1748e-0870-4b07-ae4a-2eac687e3f54___MD_Powd.M 0402.JPG,doente,0.9913
Squash___Powdery_mildew_00e1748e-0870-4b07-ae4a-2eac687e3f54___MD_Powd.M 0402_flipLR.JPG,doente,0.9815
Squash___Powdery_mildew_01b116bb-2e4a-461a-a772-f7be4a255e31___MD_Powd.M 9996.JPG,doente,0.6278
Squash___Powdery_mildew_01b116bb-2e4a-461a-a772-f7be4a255e31___MD_Powd.M 9996_flipLR.JPG,doente,0.5857
Squash___Powdery_mildew_01bcc9a4-db47-41ba-9ad1-5a379a8d6696___UMD_Powd.M 0259.JPG,saudavel,0.5523
Squash___Powdery_mildew_01bcc9a4-db47-41ba-9ad1-5a379a8d6696___UMD_Powd.M 0259_flipLR.JPG,saudavel,0.7007
Squash___Powdery_mildew_01f35103-b63d-4bbd-a97c-8df9c2460a21___MD_Powd.M 0842.JPG,doente,0.9642
Squash___Powdery_mildew_01f4ace1-e82c-4ac6-b0fe-b0d5b114b57e___UMD_Powd.M 0731.JPG,doente,0.84
Squash___Powdery_mildew_01f4ace1-e82c-4ac6-b0fe-b0d5b114b57e___UMD_Powd.M 0731_flipLR.JPG,doente,0.7706
Squash___Powdery_mildew_023260dc-0ffb-48ab-81a4-de25ec83185f___UMD_Powd.M 0273.JPG,doente,0.654
Squash___Powdery_mildew_0280c784-0050-4834-a1ad-cb927d013023___UMD_Powd.M 9854.JPG,doente,0.9814
Squash___Powdery_mildew_0302121a-5b8e-4add-9f96-b71cd7d02203___MD_Powd.M 0410.JPG,doente,0.6505
Squash___Powdery_mildew_03192d3c-e756-4692-99a1-bcae9b61a84f___UMD_Powd.M 0408.JPG,doente,0.7826
Squash___Powdery_mildew_0337af50-0197-468d-9b99-4d858f803655___MD_Powd.M 0628.JPG,doente,0.9429
Squash___Powdery_mildew_034c9c66-ccad-4607-8bb9-3f32c1777a88___UMD_Powd.M 0324.JPG,doente,0.8494
Squash___Powdery_mildew_03c39eeb-b7f2-4c4e-b496-b0202ccd0a38___MD_Powd.M 0596.JPG,doente,0.9334
Squash___Powdery_mildew_03c39eeb-b7f2-4c4e-b496-b0202ccd0a38___MD_Powd.M 0596_flipLR.JPG,doente,0.7608
Squash___Powdery_mildew_03ef962a-db63-4e3c-8f50-8bc174946f44___UMD_Powd.M 0613.JPG,doente,0.9643
Squash___Powdery_mildew_042d4ff1-7d09-44cd-8fdf-88a768abbe76___UMD_Powd.M 0433.JPG,doente,0.9898
Squash___Powdery_mildew_045d04fe-70ff-4b4c-94d2-0c897c67afd1___MD_Powd.M 0168.JPG,doente,0.9834
Squash___Powdery_mildew_04668f5f-ff32-4c62-8d1b-e9e988a077d3___MD_Powd.M 0872.JPG,doente,0.9068
Squash___Powdery_mildew_0480af4b-4991-4785-9106-2d37899adcc9___UMD_Powd.M 0049.JPG,doente,0.832
Strawberry___Leaf_scorch_0024203d-6e4c-490f-b9a8-e5926df0b76e___RS_L.Scorch 0795.JPG,doente,0.9964
Strawberry___Leaf_scorch_0024203d-6e4c-490f-b9a8-e5926df0b76e___RS_L.Scorch 0795_flipLR.JPG,doente,0.9984
Strawberry___Leaf_scorch_0112c6b2-72cd-402b-89cd-ca052983403e___RS_L.Scorch 1161.JPG,doente,0.9441
Strawberry___Leaf_scorch_0112c6b2-72cd-402b-89cd-ca052983403e___RS_L.Scorch 1161_flipLR.JPG,doente,0.9615
Strawberry___Leaf_scorch_0138e78b-9802-43b5-b40e-84c38160418c___RS_L.Scorch 1289.JPG,doente,0.9907
Strawberry___Leaf_scorch_0138e78b-9802-43b5-b40e-84c38160418c___RS_L.Scorch 1289_flipLR.JPG,doente,0.9893
Strawberry___Leaf_scorch_01647a51-6ee5-4686-8f60-26ebed68fe21___RS_L.Scorch 0130.JPG,doente,0.9992
Strawberry___Leaf_scorch_01647a51-6ee5-4686-8f60-26ebed68fe21___RS_L.Scorch 0130_flipLR.JPG,doente,0.9996
Strawberry___Leaf_scorch_018eaeaf-82a5-407c-87f2-fc7edfc89ecc___RS_L.Scorch 0951.JPG,doente,0.9995
Strawberry___Leaf_scorch_01b7dc2e-af4a-4708-a6ea-4cb19d6f167c___RS_L.Scorch 0072.JPG,doente,0.9944
Strawberry___Leaf_scorch_01be0a55-7fc0-4ea8-a177-8ff4a4611a0a___RS_L.Scorch 0891.JPG,doente,0.9691
Strawberry___Leaf_scorch_01be0a55-7fc0-4ea8-a177-8ff4a4611a0a___RS_L.Scorch 0891_flipLR.JPG,doente,0.9793
Strawberry___Leaf_scorch_01cff44f-9564-42f7-9a29-3daa487b306a___RS_L.Scorch 1333.JPG,doente,0.9859
Strawberry___Leaf_scorch_01f11949-54ba-4c0e-afb7-1e435ecac63a___RS_L.Scorch 0045.JPG,doente,0.9594
Strawberry___Leaf_scorch_01f11949-54ba-4c0e-afb7-1e435ecac63a___RS_L.Scorch 0045_flipLR.JPG,doente,0.9845
Strawberry___Leaf_scorch_029228d0-ad78-41fa-8370-5ac18df762b1___RS_L.Scorch 1556.JPG,doente,0.9974
Strawberry___Leaf_scorch_029228d0-ad78-41fa-8370-5ac18df762b1___RS_L.Scorch 1556_flipLR.JPG,doente,0.9978
Strawberry___Leaf_scorch_02cd135e-0ef2-45ec-b77d-a329b68cbea7___RS_L.Scorch 0080.JPG,doente,0.9996
Strawberry___Leaf_scorch_02cd135e-0ef2-45ec-b77d-a329b68cbea7___RS_L.Scorch 0080_flipLR.JPG,doente,0.9996
Strawberry___Leaf_scorch_02cef25f-9be8-4a12-8d95-50712589eead___RS_L.Scorch 1282.JPG,doente,0.9871
Strawberry___Leaf_scorch_02cef25f-9be8-4a12-8d95-50712589eead___RS_L.Scorch 1282_flipLR.JPG,doente,0.9841
Strawberry___Leaf_scorch_02d53294-aa1c-4a33-8bdc-fd987e700305___RS_L.Scorch 9994.JPG,doente,0.9879
Strawberry___Leaf_scorch_02d53294-aa1c-4a33-8bdc-fd987e700305___RS_L.Scorch 9994_flipLR.JPG,doente,0.9888
Strawberry___Leaf_scorch_02e9468a-3eb0-448b-a6b0-f2c8cbc1a9e7___RS_L.Scorch 1469_flipLR.JPG,doente,0.9459
Strawberry___Leaf_scorch_0361a9eb-143c-4ce2-b933-ee4a84524b27___RS_L.Scorch 1258.JPG,doente,0.9974
Strawberry___Leaf_scorch_0361a9eb-143c-4ce2-b933-ee4a84524b27___RS_L.Scorch 1258_flipLR.JPG,doente,0.9982
Strawberry___Leaf_scorch_03e9b07f-582d-4a76-9a9c-aeacc96e4284___RS_L.Scorch 0870_flipLR.JPG,doente,0.9936
Strawberry___Leaf_scorch_0406315f-ef03-4f67-bee9-9583d2731760___RS_L.Scorch 0912.JPG,doente,0.9976
Strawberry___Leaf_scorch_0406315f-ef03-4f67-bee9-9583d2731760___RS_L.Scorch 0912_flipLR.JPG,doente,0.9865
Strawberry___Leaf_scorch_041aa8dd-224c-404b-99b4-1fc0aeac1c69___RS_L.Scorch 1130_flipLR.JPG,doente,0.9994
Tomato___Bacterial_spot_00416648-be6e-4bd4-bc8d-82f43f8a7240___GCREC_Bact.Sp 3110.JPG,doente,0.8758
Tomato___Bacterial_spot_0045ba29-ed1b-43b4-afde-719cc7adefdb___GCREC_Bact.Sp 6254.JPG,doente,0.9789
Tomato___Bacterial_spot_00639d29-2d1a-4fcf-9bd3-a2b3109c74c4___UF.GRC_BS_Lab Leaf 1054.JPG,doente,1.0
Tomato___Bacterial_spot_00728f4d-83a0-49f1-87f8-374646fcda05___GCREC_Bact.Sp 6326.JPG,doente,0.849
Tomato___Bacterial_spot_00a7c269-3476-4d25-b744-44d6353cd921___GCREC_Bact.Sp 5807.JPG,doente,0.8782
Tomato___Bacterial_spot_00b7e89a-e129-4576-b51f-48923888bff9___GCREC_Bact.Sp 6202.JPG,doente,0.9794
Tomato___Bacterial_spot_01375198-62af-4c40-bddf-f3c11107200b___GCREC_Bact.Sp 5914.JPG,doente,0.9751
Tomato___Bacterial_spot_01a3cf3f-94c1-44d5-8972-8c509d62558e___GCREC_Bact.Sp 3396.JPG,doente,0.9981
Tomato___Bacterial_spot_01a46cb5-d354-4f59-868e-e56186701541___GCREC_Bact.Sp 5638.JPG,doente,0.9297
Tomato___Bacterial_spot_01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029.JPG,saudavel,0.5157
Tomato___Bacterial_spot_01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892.JPG,doente,0.9966
Tomato___Bacterial_spot_02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191.JPG,doente,0.959
Tomato___Bacterial_spot_02a0f70a-9e27-420e-93ff-6ed8105f41c1___GCREC_Bact.Sp 3570.JPG,doente,0.9242
Tomato___Bacterial_spot_02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841.JPG,doente,0.9229
Tomato___Bacterial_spot_02fd4e60-db82-441c-87f6-08de768a4462___GCREC_Bact.Sp 5547.JPG,doente,0.897
Tomato___Bacterial_spot_030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650.JPG,doente,0.9947
Tomato___Bacterial_spot_034caf25-29c3-4be2-a725-d2866ce6f548___GCREC_Bact.Sp 3575.JPG,doente,0.9714
Tomato___Bacterial_spot_03707c27-7f95-4f19-a173-1c0c74653fdf___GCREC_Bact.Sp 3046.JPG,doente,0.9813
Tomato___Bacterial_spot_03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801.JPG,doente,0.9959
Tomato___Bacterial_spot_03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995.JPG,doente,0.6949
Tomato___Bacterial_spot_03c8e0d0-6c57-4207-ad44-4d017c3e7943___GCREC_Bact.Sp 6325.JPG,doente,0.9481
Tomato___Bacterial_spot_03e6cea1-1c09-420a-a22e-2c29844004d1___GCREC_Bact.Sp 3076.JPG,doente,0.994
Tomato___Bacterial_spot_04210e47-ad95-4648-8f1e-dc183581157c___UF.GRC_BS_Lab Leaf 0320.JPG,doente,0.9938
Tomato___Bacterial_spot_045e9a8d-bed0-4700-8d27-7f8d0735223e___GCREC_Bact.Sp 3848.JPG,doente,0.9308
Tomato___Bacterial_spot_0493c0e5-27e3-41d6-81f0-7830cef39080___UF.GRC_BS_Lab Leaf 8615.JPG,doente,0.9998
Tomato___Bacterial_spot_04da1f61-623b-4878-86ed-3ea24723b515___GCREC_Bact.Sp 5700.JPG,doente,0.9986
Tomato___Bacterial_spot_04ee9562-c932-46ef-8e31-da20d4e2e740___GCREC_Bact.Sp 6121.JPG,doente,0.9918
Tomato___Bacterial_spot_04fcd6e4-a96e-49ba-b67a-32b88337b505___GCREC_Bact.Sp 3689.JPG,doente,0.9997
Tomato___Bacterial_spot_0524de69-51ec-4794-a955-04a8e0c5656c___GCREC_Bact.Sp 3695.JPG,doente,0.9999
Tomato___Bacterial_spot_0542f446-f9d7-4173-ab07-f41125b21dc7___GCREC_Bact.Sp 3074.JPG,doente,0.9609
Tomato___Early_blight_0034a551-9512-44e5-ba6c-827f85ecc688___RS_Erly.B 9432.JPG,doente,0.9985
Tomato___Early_blight_00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,doente,0.6886
Tomato___Early_blight_00e7c4b2-3005-4558-9cfa-235e356cb7a8___RS_Erly.B 7844.JPG,doente,0.9961
Tomato___Early_blight_0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437_180deg.JPG,doente,0.9481
Tomato___Early_blight_0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437_flipTB.JPG,doente,0.9575
Tomato___Early_blight_011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251.JPG,doente,0.9415
Tomato___Early_blight_01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.JPG,doente,0.9842
Tomato___Early_blight_01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855_180deg.JPG,doente,0.9951
Tomato___Early_blight_01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855_flipTB.JPG,doente,0.991
Tomato___Early_blight_0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829_180deg.JPG,doente,0.994
Tomato___Early_blight_0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829_flipTB.JPG,doente,0.9972
Tomato___Early_blight_023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,doente,0.9984
Tomato___Early_blight_0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,doente,0.9998
Tomato___Early_blight_0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464_180deg.JPG,doente,0.9993
Tomato___Early_blight_0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464_flipTB.JPG,doente,0.9992
Tomato___Early_blight_03b4571c-b1eb-4e2a-b372-307046913f50___RS_Erly.B 7548.JPG,doente,0.9999
Tomato___Early_blight_0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446_180deg.JPG,doente,0.6951
Tomato___Early_blight_04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240.JPG,doente,0.9999
Tomato___Early_blight_04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240_180deg.JPG,doente,0.9981
Tomato___Early_blight_04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240_flipTB.JPG,doente,0.9912
Tomato___Early_blight_04ddbde3-d33c-42bf-b849-dad24d64fd6f___RS_Erly.B 7664.JPG,doente,0.9903
Tomato___Early_blight_04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439.JPG,doente,0.9993
Tomato___Early_blight_055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247.JPG,doente,0.9766
Tomato___Early_blight_055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247_180deg.JPG,doente,0.9488
Tomato___Early_blight_055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247_flipTB.JPG,doente,0.9747
Tomato___Early_blight_05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,doente,1.0
Tomato___Early_blight_0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220.JPG,doente,0.9967
Tomato___Early_blight_0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220_180deg.JPG,doente,0.9966
Tomato___Early_blight_0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220_flipTB.JPG,doente,0.9964
Tomato___Early_blight_06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440_180deg.JPG,doente,0.9998
Tomato___Late_blight_0003faa8-4b27-4c65-bf42-6d9e352ca1a5___RS_Late.B 4946.JPG,doente,0.9998
Tomato___Late_blight_0003faa8-4b27-4c65-bf42-6d9e352ca1a5___RS_Late.B 4946_flipLR.JPG,doente,0.9983
Tomato___Late_blight_00355ec2-f12c-4015-b8f9-94354f69ce22___RS_Late.B 5311.JPG,doente,0.9839
Tomato___Late_blight_005e3b43-9050-47da-9498-f9ecdcc703b3___RS_Late.B 5104_flipLR.JPG,doente,0.9716
Tomato___Late_blight_013f987a-9371-4763-a104-ea6f326e584b___GHLB2 Leaf 8556.JPG,doente,0.9988
Tomato___Late_blight_01425d17-4c97-46e3-b395-c1453b78ab78___GHLB2 Leaf 9100.JPG,doente,0.9965
Tomato___Late_blight_014d4972-1301-46d3-afc4-56470b774137___GHLB2 Leaf 8831.JPG,doente,0.9936
Tomato___Late_blight_014eee0c-8000-4762-b4b8-63ecc2fadc13___GHLB2ES Leaf 69.1.JPG,doente,0.9971
Tomato___Late_blight_01527fac-41e4-484c-af41-1ed7bc3b5ce6___RS_Late.B 6134.JPG,doente,0.8488
Tomato___Late_blight_0172b2ff-6f6f-43e1-9a63-ea4bb2bce450___GHLB_PS Leaf 17 Day 9.jpg,doente,0.9904
Tomato___Late_blight_017a9839-6097-45aa-85b0-3051db151484___RS_Late.B 5125.JPG,doente,0.9973
Tomato___Late_blight_01c391d2-1b3a-4b58-b205-a75674bba6e9___GHLB2 Leaf 8824.JPG,doente,0.9671
Tomato___Late_blight_01c391d2-1b3a-4b58-b205-a75674bba6e9___GHLB2 Leaf 8824_flipLR.JPG,doente,0.9628
Tomato___Late_blight_01cd2d73-c741-45a5-9610-a2cea2266b80___GHLB2 Leaf 121.JPG,doente,0.998
Tomato___Late_blight_01d9be0b-c5e7-49db-8cdf-46bd0ef2c6e7___RS_Late.B 7066.JPG,doente,0.9996
Tomato___Late_blight_01d9be0b-c5e7-49db-8cdf-46bd0ef2c6e7___RS_Late.B 7066_flipLR.JPG,doente,0.9995
Tomato___Late_blight_01ebf21e-ef94-4c92-b007-0b26741c2fc8___GHLB2 Leaf 9075.JPG,doente,0.9392
Tomato___Late_blight_01ebf21e-ef94-4c92-b007-0b26741c2fc8___GHLB2 Leaf 9075_flipLR.JPG,doente,0.9555
Tomato___Late_blight_01ece5a1-8398-4e68-a9e3-198c57b51b01___GHLB2 Leaf 8757.JPG,doente,0.9954
Tomato___Late_blight_01ece5a1-8398-4e68-a9e3-198c57b51b01___GHLB2 Leaf 8757_flipLR.JPG,doente,0.9967
Tomato___Late_blight_021ca736-df21-458a-9010-fab4803f08fe___RS_Late.B 7010.JPG,doente,0.8708
Tomato___Late_blight_0220afd9-d40e-4b72-8405-78b417c7b8af___GHLB2 Leaf 8987.JPG,doente,0.9995
Tomato___Late_blight_023315df-8824-4760-9480-4dca3a023931___GHLB2 Leaf 8719.JPG,doente,0.9973
Tomato___Late_blight_024dc5bb-7990-4256-b2b4-a8495b71cbd4___RS_Late.B 6064.JPG,doente,0.9829
Tomato___Late_blight_02790384-a589-421b-8695-693e77970418___GHLB2 Leaf 8920.JPG,doente,0.9972
Tomato___Late_blight_02a3e0cd-04da-4e08-b929-167bcb7f46f4___GHLB2 Leaf 8731.JPG,doente,0.9908
Tomato___Late_blight_02a3e0cd-04da-4e08-b929-167bcb7f46f4___GHLB2 Leaf 8731_flipLR.JPG,doente,0.9828
Tomato___Late_blight_02effbf1-e958-4531-a19b-f8be754d2805___RS_Late.B 5206.JPG,doente,0.998
Tomato___Late_blight_02effbf1-e958-4531-a19b-f8be754d2805___RS_Late.B 5206_flipLR.JPG,doente,0.9946
Tomato___Late_blight_02fe963e-7c68-4fd3-9f8f-36bf9e153c20___GHLB2 Leaf 8581_flipLR.JPG,doente,0.9833
Tomato___Leaf_Mold_00694db7-3327-45e0-b4da-a8bb7ab6a4b7___Crnl_L.Mold 6923.JPG,doente,0.9891
Tomato___Leaf_Mold_00694db7-3327-45e0-b4da-a8bb7ab6a4b7___Crnl_L.Mold 6923_180deg.JPG,doente,0.9929
Tomato___Leaf_Mold_00694db7-3327-45e0-b4da-a8bb7ab6a4b7___Crnl_L.Mold 6923_flipTB.JPG,doente,0.9968
Tomato___Leaf_Mold_0160c3b5-d89e-40e5-a313-49ae1524040a___Crnl_L.Mold 6823_180deg.JPG,doente,0.9903
Tomato___Leaf_Mold_0160c3b5-d89e-40e5-a313-49ae1524040a___Crnl_L.Mold 6823_flipTB.JPG,doente,0.9903
Tomato___Leaf_Mold_0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L.Mold 8729.JPG,doente,0.9935
Tomato___Leaf_Mold_0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L.Mold 8729_180deg.JPG,doente,0.9992
Tomato___Leaf_Mold_0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L.Mold 8729_flipTB.JPG,doente,0.9999
Tomato___Leaf_Mold_022a4dfb-84cc-45cb-81c5-a620817e31cb___Crnl_L.Mold 6926.JPG,doente,0.9949
Tomato___Leaf_Mold_02415b3d-2ba8-4654-8398-a480ad901bbf___Crnl_L.Mold 8645.JPG,doente,0.9019
Tomato___Leaf_Mold_02415b3d-2ba8-4654-8398-a480ad901bbf___Crnl_L.Mold 8645_180deg.JPG,doente,0.9945
Tomato___Leaf_Mold_02415b3d-2ba8-4654-8398-a480ad901bbf___Crnl_L.Mold 8645_flipTB.JPG,doente,0.9973
Tomato___Leaf_Mold_030ea180-4eb5-4f91-918e-56c7cfe2c001___Crnl_L.Mold 7076.JPG,doente,0.993
Tomato___Leaf_Mold_036d12b0-1e97-4975-bd80-a8a3c48588e7___Crnl_L.Mold 6500.JPG,doente,0.8263
